CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
01-02-0033-45,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO BILINGUE INTEGRIDAD (INTEGRITY),"ALDEA DON JUSTO KILOMETRO 16.5 CARRETERA A SAN JOSE PINULA, CASERIO LA LAGUNETA,",66371400,JULIA ENECON ROCA MORAN,MARIA DEL CARMEN BARRERA ARAGON DE DAVILA,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-0035-45,01-502,GUATEMALA,SANTA CATARINA PINULA,LICEO INTEGRAL DE ENSEÑANZA COMERCIAL -LIEC-,"SECTOR LOS TRES REYES, LOTE 5""E"" ZONA 7 ALDEA EL PAJÓN",66373741,JULIA ENECON ROCA MORAN,JOSE ADOLFO ESPINOZA MORATAYA,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-0042-45,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO VALLE VERDE CES,"KILOMETRO 17.5 CARRETERA A EL SALVADOR, FINCA LA ESPERANZA, LOTE 1 ZONA 8",66242280,JULIA ENECON ROCA MORAN,ALINA MARÍA SCHNEIDER MONSANTO DE CASADO,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-0047-45,01-644,GUATEMALA,SANTA CATARINA PINULA,COLEGIO TECNOLOGICO SINAI,"LOTE 88 ""A"" ZONA 6 ALDEA PIEDRA PARADA CRISTO REY",53859465,LIGIA DEL ROSARIO RICCI VELASQUEZ,RONAL ALEXANDER BARRIOS PAZ,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-0054-45,01-510,GUATEMALA,SANTA CATARINA PINULA,COLEGIO MADRE DEL DIVINO PASTOR,3RA CALLE 7-75 ZONA 01,23660365,ZOILA ESPERANZA CAMEY ATZ,TERESITA NUÑEZ GOMEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-0057-45,01-405,GUATEMALA,SANTA CATARINA PINULA,"INSTITUTO OFICIAL DE EDUCACIÒN BASICA Y BACHILLERATO POR MADUREZ "" LICENCIADA MIRMA FIGUEROA DE CORO """,LOTE 45 ALDEA EL PAJON,59237443,BLANCA SARAI GUTIERREZ PINEDA,MA. Y LIC. JOSE ADOLFO ESPINOZA MORATAYA,BASICO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-02-0059-45,01-405,GUATEMALA,SANTA CATARINA PINULA,"INSTITUTO OFICIAL DE EDUCACIÒN BÁSICA Y BACHILLERTO POR MADUREZ, SUBSIDIADO POR LA MUNICIPALIDAD DE SANTA CATARINA PINULA",6A. AVENIDA 1-10 ZONA 1,52042077,BLANCA SARAI GUTIERREZ PINEDA,PEM. CALIXTO HIPOLITO BAMACA MENDEZ,BASICO,MUNICIPAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA ORIENTE
01-02-0063-45,01-644,GUATEMALA,SANTA CATARINA PINULA,COLEGIO TECNOLÓGICO SINAÍ,"ALDEA PIEDRA PARADA CRISTO REY, CALLE PRINCIPAL LOTE 88 ""A"" ZONA 6",66455922,LIGIA DEL ROSARIO RICCI VELASQUEZ,RONAL ALEXANDER BARRIOS PAZ,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-0067-45,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO THE ORCHARD CARE,"KM. 18.5 CARRETERA A EL SALVADOR, HACIENDA MIRAGE, CASA NO. 1 ZONA 8",66342154,JULIA ENECON ROCA MORAN,SILVIA EUGENIA CASTRO CASTILLO DE ARRIAZA,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-0075-45,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO LA PLACE,LOTE # 23 SAN GABRIEL; KM. 18 CARRETERA A EL SALVADOR GUATEMALA,66346612,JULIA ENECON ROCA MORAN,MARCO ANTONIO CASTAÑEDA FLORES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,A DISTANCIA,GUATEMALA ORIENTE
01-02-0077-45,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO LA PLACE,"LOTE # 23 SAN GABRIEL, KM. 18 CARRETERA A EL SALVADOR GUATEMALA",66346612,JULIA ENECON ROCA MORAN,PEM .F/M. MARCO ANTONIO CASTAÑEDA FLORES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,INTERMEDIA,A DISTANCIA,GUATEMALA ORIENTE
01-02-1275-45,01-645,GUATEMALA,SANTA CATARINA PINULA,INSTITUTO DE EDUCACION BASICA POR COOPERATIVA DE ENSEÑANZA,"6A AVENIDA, 1-10 ZONA 1",23686089,ALBA MARICELA JOR PORTILLO,HUGO VALDEMAR CIFUENTES SALGUERO,BASICO,COOPERATIVA,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-1276-45,01-645,GUATEMALA,SANTA CATARINA PINULA,INSTITUTO DE EDUCACION BASICA POR COOPERATIVA DE ENSEÑANZA,KILOMETRO 16.5 CARRETERA A EL SALVADOR ALDEA DON JUSTO,66347449,ALBA MARICELA JOR PORTILLO,,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-2407-45,01-502,GUATEMALA,SANTA CATARINA PINULA,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA SAN FRANCISCO DE ASIS,ALDEA EL PAJON,66373340,JULIA ENECON ROCA MORAN,,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-2522-45,01-644,GUATEMALA,SANTA CATARINA PINULA,INSTITUTO PRIVADO MIXTO DE EDUCACION BASICA COLEGIO INTERNACIONAL MONTESSORI,"KM. 13.5 CARRETERA A EL SALVADOR FINCA LA LUZ, PUERTA PARADA",66281200,LIGIA DEL ROSARIO RICCI VELASQUEZ,,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-2610-45,01-645,GUATEMALA,SANTA CATARINA PINULA,INSTITUTO DE EDUCACION BASICA POR COOPERATIVA DE ENSEÑANZA,PIEDRA PARADA EL ROSARIO,30434918,ALBA MARICELA JOR PORTILLO,,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-2611-45,01-510,GUATEMALA,SANTA CATARINA PINULA,INSTITUTO PRIVADO MIXTO DE EDUCACION BASICA 'COLEGIO LA INMACULADA',1A CALLE 4-61 ZONA 1,23632386,ZOILA ESPERANZA CAMEY ATZ,,BASICO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-4017-45,01-510,GUATEMALA,SANTA CATARINA PINULA,COLEGIO PRIVADO MIXTO 'RAUL ECHEVERRIA MAGARIÑO',2A. AVENIDA 4-124 ZONA 1,23630843,ZOILA ESPERANZA CAMEY ATZ,,BASICO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-4338-45,,GUATEMALA,SANTA CATARINA PINULA,IGER,SANTA CATARINA PINULA,,,,BASICO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA,GUATEMALA ORIENTE
01-02-6170-45,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO BILINGUE 'VALLES DE VISTA HERMOSA',KM. 18.5 CARRETERA A EL SALVADOR LOTIFICACION LAS MARGARITAS LOTE 26,66342012,JULIA ENECON ROCA MORAN,P.E.M. MASHA EUGENIA DURÁN ALDNA DE MASELLI,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-6763-45,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO MAYA DE GUATEMALA,"KILOMETRO 12.5, CARRETERA A EL SALVADOR",66441200,JULIA ENECON ROCA MORAN,VILMA LORENA LEON OLIVA DE HERNANDEZ,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-7140-45,01-510,GUATEMALA,SANTA CATARINA PINULA,COLEGIO EL CARMEN,SECTOR SUR NO.6 CASA NO. 61 ALDEA EL CARMEN,52039803,ZOILA ESPERANZA CAMEY ATZ,,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-7144-45,01-644,GUATEMALA,SANTA CATARINA PINULA,COLEGIO MIXTO CONCEPCION,NO.423 ALDEA EL PAJON,66374795,LIGIA DEL ROSARIO RICCI VELASQUEZ,,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-7146-45,01-644,GUATEMALA,SANTA CATARINA PINULA,COLEGIO PALO ALTO,KM. 16.5 CARRETERA A EL SALVADOR,66370173,LIGIA DEL ROSARIO RICCI VELASQUEZ,THELMA YOLANDA MADRID CACHIN DE PÉREZ,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-7152-45,01-510,GUATEMALA,SANTA CATARINA PINULA,COLEGIO PARROQUIAL FRANCISCO GARCIA PELAEZ,1A. CALLE Y 1A. AVENIDA ZONA 1,23686053,ZOILA ESPERANZA CAMEY ATZ,VILMA YOLANDA BAILÓN GONZÁLEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-7440-45,01-644,GUATEMALA,SANTA CATARINA PINULA,COLEGIO METROPOLITANO,"KM. 16.5 CARRETERA A PIEDRA PARADA, CRISTO REY",66417400,LIGIA DEL ROSARIO RICCI VELASQUEZ,ALBIS JUDITH OCHOA RAMÍREZ DE SOLARES,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-7484-45,01-510,GUATEMALA,SANTA CATARINA PINULA,LICEO MIXTO CRISTIANO CARMENSE,SECTOR CENTRAL 3 CASA 42,66291796,ZOILA ESPERANZA CAMEY ATZ,ENMA PATRICIA ZACARÍAS LIMA,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-7550-45,01-645,GUATEMALA,SANTA CATARINA PINULA,INSTITUTO DE EDUCACIÓN BÁSICA POR COOPERATIVA,ALDEA CUCHILLA DEL CARMEN,53398319,ALBA MARICELA JOR PORTILLO,,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-7828-45,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO LA PLACE,KM. 18.5 CARRETERA AL SALVADOR CRUCE CARRETERA VIEJA,66346612,JULIA ENECON ROCA MORAN,,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-8064-45,01-502,GUATEMALA,SANTA CATARINA PINULA,CENTRO EDUCATIVO 'EL PERPETUO SOCORRO',"CARRETERA ANTIGUO A EL SALVADOR, KM. 15.5",66373695,JULIA ENECON ROCA MORAN,PEM. KARLA GRACIELA ROSAS MOLINA,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-8065-45,01-644,GUATEMALA,SANTA CATARINA PINULA,COLEGIO MIXTO SAN ANTONIO DE PADUA,3AV 1-54 PIEDRA PARADA CRISTO REY,66327247,LIGIA DEL ROSARIO RICCI VELASQUEZ,,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-8545-45,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO 'DISCOVERY',"KM. 14.5 CARRETERA A EL SALVADOR, RESIDENCIALES SANTA BARBARA",66375942,JULIA ENECON ROCA MORAN,,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-8792-45,01-510,GUATEMALA,SANTA CATARINA PINULA,COLEGIO MIXTO TECNICO EN COMPUTACION VISTA AZUL,1A. CALLE CUCHILLA DEL CARMEN,24438611,ZOILA ESPERANZA CAMEY ATZ,MIRNA PATRICIA CASTILLO SAMAYOA DE VELÁSQUEZ,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-8827-45,01-510,GUATEMALA,SANTA CATARINA PINULA,COLEGIO MIXTO 'ARCA DE SALVACION',1A. CALLE Y 7A. AVENIDA 'B' 1-06 CUCHILLA DEL CARMEN,34014758,ZOILA ESPERANZA CAMEY ATZ,,BASICO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-9283-45,01-508,GUATEMALA,SANTA CATARINA PINULA,CENTRO ESCOLAR ENTREVALLES,CA1 ANTIGUA CARRETERA A EL SALVADOR KM. 16.8 ENTRADA A SAN ANTONIO,66854700,MANUEL MARIA CANO CASTRO,MARIA DEL CARMEN MARROQUÍN TOBÍAS DE CAMEY,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-9516-45,01-645,GUATEMALA,SANTA CATARINA PINULA,IEBC 'EL CARMEN',SECTOR II ALDEA EL CARMEN,30231688,ALBA MARICELA JOR PORTILLO,,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-9532-45,01-645,GUATEMALA,SANTA CATARINA PINULA,IEBC NUEVA CONCEPCION,ALDEA NUEVA CONCEPCION,66420072,ALBA MARICELA JOR PORTILLO,SONIA ELIZABETH REYES MEDINA,BASICO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-02-9747-45,01-502,GUATEMALA,SANTA CATARINA PINULA,COLEGIO ARRAYANES,KM. 9.5 ANTIGUA CARRETERA A EL SALVADOR FINCA SAN JORGE MUXBAL CASA MUXBAL,66420121-66420111,JULIA ENECON ROCA MORAN,,BASICO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-03-0002-45,01-637,GUATEMALA,SAN JOSE PINULA,CENTRO DEL NUCLEO FAMILIAR EDUCATIVO PARA EL DESARROLLO NUFED NO. 532,ALDEA MONTE REDONDO,40470565,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,---,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-03-0006-45,01-624,GUATEMALA,SAN JOSE PINULA,"COLEGIO INTEGRAL ""MIGUEL ANGEL ASTURIAS""",7A. AVENIDA 2-03 ZONA 3,66343433,ROSENDA CORINA SALAY ALBIZURES,CARLOS ALBERTO ARANGO ROSAL,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-03-0009-45,01-633,GUATEMALA,SAN JOSE PINULA,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA,1A. AVENIDA 2-29 ZONA 1,66415108,MAYRA HORTENSIA RUSTRIAN ECUTE,MARÍAN JOSEFINA MAYÉN ESCALANTE,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-03-0010-45,01-624,GUATEMALA,SAN JOSE PINULA,INEB,"SECTOR 2 PUERTA NEGRA, ALDEA SAN LUIS",54674593,ROSENDA CORINA SALAY ALBIZURES,---,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-03-0011-45,01-624,GUATEMALA,SAN JOSE PINULA,INEB,ALDEA CIENEGA GRANDE,56273077,ROSENDA CORINA SALAY ALBIZURES,HUGO ROLANDO RAMÍREZ GÓMEZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-03-0012-45,01-624,GUATEMALA,SAN JOSE PINULA,INEB,ALDEA EL TULAR,53264124,ROSENDA CORINA SALAY ALBIZURES,---,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-03-0014-45,01-633,GUATEMALA,SAN JOSE PINULA,INEB DE TELESECUNDARIA,ALDEA EL ZAPOTE,48852425,MAYRA HORTENSIA RUSTRIAN ECUTE,CRISTINA DEL ROSARIO LORENZANA,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-03-0021-45,01-633,GUATEMALA,SAN JOSE PINULA,"LICEO MIXTO ""CENTRO AMERICANO"" SAN JOSE","8A. AVENIDA 13-72, ZONA 4",66415205,MAYRA HORTENSIA RUSTRIAN ECUTE,LUIS ANTONIO GARCIA GUZMAN,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-03-0030-45,01-624,GUATEMALA,SAN JOSE PINULA,INEB DE TELESECUNDARIA,"CASERIO EL CEDRITO, ALDEA LAS NUBES",57831341,ROSENDA CORINA SALAY ALBIZURES,---,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-03-0031-45,01-633,GUATEMALA,SAN JOSE PINULA,INEB DE TELESECUNDARIA,ALDEA SANTA INES,47400966,MAYRA HORTENSIA RUSTRIAN ECUTE,---,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-03-0034-45,01-506,GUATEMALA,SAN JOSE PINULA,CENTRO EDUCATIVO CASTELVERDE,KM. 25.5 CARRETERA A MATAQUESCUINTLA,66348347,BLANCA SARAI GUTIERREZ PINEDA,DENIS ROLANDO VÉLIZ FERNÁNDEZ,BASICO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
01-03-0044-45,01-624,GUATEMALA,SAN JOSE PINULA,COLEGIO HERALDOS DEL EVANGELIO INTERNACIONAL,"KILOMETRO 30, CARRETERA A FINCA AGUA TIBIA",40814820,ROSENDA CORINA SALAY ALBIZURES,MIRIAM ARACELY MOREIRA CASTILLO,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA ORIENTE
